id,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,data_time,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,description_tokens, ,',+,",",-,.,/,2,[,],_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
6349,Business Intelligence Analyst,Heitmeyer Consulting,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,01:02.9,,,,,,,,,"['alteryx', 'power_bi', 'jira', 'sql', 'tableau']",1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0
6350,Sr. Data Analyst - SQL / Python/ Agile,Zeektek,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:35.6,,,,,,,,,"['sas', 'sql', 'microstrategy', 'tableau', 'python', 'azure', 'aws', 'power_bi']",0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6351,Senior Data Analyst: 22-06156,"Akraya, Inc.",Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:14.9,,,,,,,,,"['airflow', 'sql', 'sap', 'snowflake', 'tableau', 'python']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
6352,Jr Data Analyst,Modis,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:19.3,,,,,,,,,[],0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6353,Data Engineer - PowerBI / ETL,Zeektek,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:21.2,,,,,,,,,"['ssis', 'python', 'power_bi']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6354,Business Intelligence Analyst,Accolite Digital,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:25.6,,,,,,,,,"['power_bi', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0
6355,BI Data Analyst,Unisync Global Solutions LLC,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:25.6,,,,,,,,,['tableau'],1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
6356,"Associate Data Analyst (SQL, Data Models, Data Mapping, API)",Strategic Staffing Solutions,Anywhere,via LinkedIn,"['10 hours ago', '20 to 30 an hour', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:55.6,20 to 30,an hour,25,20,30,25,,52000,"['excel', 'sql']",1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0
6357,Data Analyst,ROCS Grad Staffing,United States,via LinkedIn,"['10 hours ago', '24 to 28 an hour', 'Full-time']",10 hours ago,Full-time,,00:08.5,24 to 28,an hour,26,24,28,26,,54080,['excel'],1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
6358,Data Analyst [69890],Onward Search,Anywhere,via LinkedIn,"['10 hours ago', '35 to 38 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:28.7,35 to 38,an hour,36.5,35,38,36.5,,75920,[],0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6359,Senior Financial Data Analyst,Interactive Resources - iR,Anywhere,via LinkedIn,"['10 hours ago', '40 to 60 an hour', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:33.0,40 to 60,an hour,50,40,60,50,,104000,"['spark', 'excel', 'sql', 'tableau']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6360,Senior Data Analyst,Insight Global,Anywhere,via LinkedIn,"['10 hours ago', '50 to 58 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:09.8,50 to 58,an hour,54,50,58,54,,112320,"['sql', 'tableau']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6361,Data Engineer - Strong ETL / PowerBI,Zeektek,Anywhere,via LinkedIn,"['10 hours ago', '53 to 63 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:08.7,53 to 63,an hour,58,53,63,58,,120640,"['ssis', 'python', 'power_bi']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
6362,Sr. Data Visualization and Reporting Analyst,neteffects,Anywhere,via LinkedIn,"['10 hours ago', '55 to 60 an hour', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:17.9,55 to 60,an hour,57.5,55,60,57.5,,119600,"['power_bi', 'c++', 'java', 'sql', 'snowflake', 'tableau', 'python', 'scala']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
6363,Data Analyst,Insight Global,Anywhere,via LinkedIn,"['10 hours ago', '60 to 70 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:18.9,60 to 70,an hour,65,60,70,65,,135200,['sql'],1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
6364,"Agile Product Owner Advisor (data analysis, data warehousing...",Strategic Staffing Solutions,Anywhere,via LinkedIn,"['10 hours ago', '65 to 75 an hour', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,36:59.7,65 to 75,an hour,70,65,75,70,,145600,[],0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6365,IICS/Data Quality analyst,Apptad Inc.,Anywhere,via LinkedIn,"['10 hours ago', '70 to 75 an hour', 'Work from home', 'Full-time', 'No degree mentioned']",10 hours ago,Full-time,True,00:47.3,70 to 75,an hour,72.5,70,75,72.5,,150800,['sql'],1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
6366,Ad Ops Data Analyst,AdMedia.,Anywhere,via LinkedIn,"['10 hours ago', '40K to 60K a year', 'Work from home', 'Full-time', 'Health insurance', 'Paid time off']",10 hours ago,Full-time,True,40:13.4,40K to 60K,a year,50000,40000,60000,,50000,50000,"['excel', 'python']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0
6367,Data Analyst,Averity,United States,via LinkedIn,"['10 hours ago', '60K to 85K a year', 'Full-time', 'Health insurance', 'Dental insurance']",10 hours ago,Full-time,,36:57.8,60K to 85K,a year,72500,60000,85000,,72500,72500,"['looker', 'power_bi', 'sql', 'tableau']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6368,Pharmacy Data Analyst (Remote),Insperity,Anywhere,via LinkedIn,"['10 hours ago', '75K to 100K a year', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,36:55.9,75K to 100K,a year,87500,75000,100000,,87500,87500,"['vba', 'outlook', 'sharepoint', 'powerpoint', 'word', 'sql', 'excel']",0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
6369,Business Intelligence Analyst,Cannabis Employment Professionals,United States,via LinkedIn,"['10 hours ago', '80K to 100K a year', 'Full-time']",10 hours ago,Full-time,,36:57.8,80K to 100K,a year,90000,80000,100000,,90000,90000,"['power_bi', 'power_bi']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0
6370,Sr. Data Analyst,Paige Technologies,Anywhere,via LinkedIn,"['10 hours ago', '90K to 100K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance']",10 hours ago,Full-time,True,36:59.2,90K to 100K,a year,95000,90000,100000,,95000,95000,['sql'],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6371,Business Data Analyst,"The Randy Neuringer Co., LLC.",Anywhere,via LinkedIn,"['10 hours ago', '90K to 120K a year', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,36:55.9,90K to 120K,a year,105000,90000,120000,,105000,105000,"['gcp', 'looker', 'bigquery', 'sql', 'snowflake', 'tableau', 'python', 'azure', 'aws', 'power_bi']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6372,Data Analyst,Insight Global,Anywhere,via LinkedIn,"['10 hours ago', '100K to 120K a year', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,36:57.8,100K to 120K,a year,110000,100000,120000,,110000,110000,"['ssrs', 'tableau', 'power_bi']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0
6373,Lead Healthcare Data Analyst,Storm3,Anywhere,via LinkedIn,"['10 hours ago', '110K to 150K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",10 hours ago,Full-time,True,17:11.8,110K to 150K,a year,130000,110000,150000,,130000,130000,['sql'],1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0
6374,Data Business Analyst,Eliassen Group,Anywhere,via LinkedIn,"['10 hours ago', '115K to 145K a year', 'Work from home', 'Contractor', 'Health insurance', 'Dental insurance']",10 hours ago,Contractor,True,17:17.9,115K to 145K,a year,130000,115000,145000,,130000,130000,['power_bi'],1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
6375,Scientific Data Analyst I,Chenega Professional Services Strategic  Business Unit,United States,via LinkedIn,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,17:17.9,,,,,,,,,"['outlook', 'sharepoint', 'excel', 'word', 'sas', 'r']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
6376,Lead Data Science Analyst,Discover Financial Services,"Mountain Home, AR",via LinkedIn,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,17:27.3,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0
6377,Data Business Analyst,Ikano Bank,"All, MO",via LinkedIn,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:19.9,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
6378,Senior Research/Data Analyst (0500004),State of Missouri,"Higginsville, MO",via LinkedIn,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:20.5,,,,,,,,,"['excel', 'sql', 'tableau']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
6379,Data Visualization Developer Analyst,H&R Block,United States,via LinkedIn,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:24.9,,,,,,,,,"['spreadsheet', 'looker', 'power_bi', 'excel', 'sql', 'r', 'tableau', 'power_bi']",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0
6380,Business Analyst,Photon,United States,via LinkedIn,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:37.5,,,,,,,,,"['jira', 'sql']",0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6381,Business Analyst,Photon,United States,via LinkedIn,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:11.8,,,,,,,,,"['jira', 'sql']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6382,Sr Financial/Business Data Analysis,Deloitte,"Kansas City, MO",via LinkedIn,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:20.5,,,,,,,,,"['powerpoint', 'excel']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0
6383,Data Analyst,Staffing Value,"Tulsa, OK",via LinkedIn,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:15.1,,,,,,,,,"['power_bi', 'excel', 'sql', 'python', 'power_bi']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0
6384,Global Data Analyst,Confidential,United States,via LinkedIn,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:27.4,,,,,,,,,"['spreadsheet', 'sql']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
6385,Data Analyst,Staffing Value,"Tulsa, OK",via LinkedIn,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:26.0,,,,,,,,,"['sql', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0
6386,Data Analyst,BioSpace,"Home, KS",via LinkedIn,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,36:55.2,,,,,,,,,['excel'],1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0
6387,Business Intelligence Analyst,Allied OneSource,"Olathe, KS",via LinkedIn,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,36:56.6,,,,,,,,,['sql'],1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0
6388,Data Analyst - Ambulatory Services,Children's National Hospital,United States,via LinkedIn,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,36:59.7,,,,,,,,,"['tableau', 'sql', 'css', 'r']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
6389,"Analyst, Data Science",Annalect,"Kansas City, MO",via LinkedIn,"['11 hours ago', 'Full-time', 'Paid time off']",11 hours ago,Full-time,,36:58.5,,,,,,,,,"['sql', 'python', 'aws']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
6390,Senior Data Analyst (Transportation Optimization) -3,Walmart,"Bentonville, AR",via LinkedIn,"['11 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",11 hours ago,Full-time,,36:59.2,,,,,,,,,"['tableau', 'spark', 'power_bi', 'sql', 'power_bi', 'r', 'python', 'scala']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0
6391,Junior Data Analyst,Staffing Value,United States,via LinkedIn,"['11 hours ago', 'Full-time', 'Health insurance', 'Dental insurance']",11 hours ago,Full-time,,00:11.0,,,,,,,,,"['excel', 'r', 'tableau', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0
6392,Business Intelligence Analyst 3,System One,United States,via LinkedIn,"['11 hours ago', 'Full-time', 'Health insurance', 'Dental insurance']",11 hours ago,Full-time,,00:11.0,,,,,,,,,"['sharepoint', 'powerpoint', 'word', 'power_bi', 'excel']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6393,Data Analyst,SDG Group USA,United States,via LinkedIn,"['11 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",11 hours ago,Full-time,,00:10.7,,,,,,,,,"['excel', 'qlik', 'sql', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
6394,Data Analyst / Platform Experience,Atria Wealth Solutions,United States,via LinkedIn,"['11 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",11 hours ago,Full-time,,00:20.5,,,,,,,,,"['atlassian', 'postgres', 'jira', 'sql']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
6395,Data Analyst / Platform Experience,Atria Wealth Solutions,United States,via LinkedIn,"['11 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",11 hours ago,Full-time,,00:11.0,,,,,,,,,"['atlassian', 'postgres', 'jira', 'sql']",1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
6396,Data Analyst,SDG Group USA,United States,via LinkedIn,"['11 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",11 hours ago,Full-time,,00:11.0,,,,,,,,,"['excel', 'qlik', 'sql', 'python']",1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
6397,Enterprise BI and Analytics Analyst Sr,Medical College of Wisconsin,United States,via LinkedIn,"['11 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",11 hours ago,Full-time,,36:59.2,,,,,,,,,"['spreadsheet', 'qlik', 'ssrs', 'word', 'sql']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6398,Data Analyst,Kani Solutions Inc,United States,via LinkedIn,"['11 hours ago', 'Full-time', 'No degree mentioned']",11 hours ago,Full-time,,36:59.2,,,,,,,,,['sql'],1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0
6399,Finance & Data Analyst,LHH,"Palo Alto, CA",via LinkedIn,"['11 hours ago', 'Full-time', 'No degree mentioned']",11 hours ago,Full-time,,36:55.2,,,,,,,,,"['alteryx', 'excel', 'sql', 'snowflake', 'tableau', 'python']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6400,Data Analyst,Kesar Web,United States,via LinkedIn,"['11 hours ago', 'Full-time', 'No degree mentioned']",11 hours ago,Full-time,,00:13.6,,,,,,,,,"['matplotlib', 'power_bi', 'mongodb', 'nosql', 'sql', 'plotly', 'tableau']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0
6401,Data Analyst,CognoWiz,United States,via LinkedIn,"['11 hours ago', 'Full-time', 'No degree mentioned']",11 hours ago,Full-time,,17:09.8,,,,,,,,,"['gcp', 'javascript', 'pyspark', 'unix/linux', 'linux', 'java', 'sql', 'snowflake', 'tableau', 'python', 'azure', 'aws']",1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
6402,Data Analyst,CognoWiz,United States,via LinkedIn,"['11 hours ago', 'Full-time', 'No degree mentioned']",11 hours ago,Full-time,,17:11.8,,,,,,,,,"['gcp', 'javascript', 'pyspark', 'unix/linux', 'linux', 'java', 'sql', 'snowflake', 'tableau', 'python', 'azure', 'aws']",1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
6403,Data Analyst / Developer #1999032,State of Missouri,"Jefferson City, MO",via LinkedIn,"['11 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",11 hours ago,Full-time,,17:21.4,,,,,,,,,['sql'],0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6404,Marketing Data Analyst,Motion Recruitment,Anywhere,via LinkedIn,"['11 hours ago', '67 an hour', 'Work from home', 'Contractor']",11 hours ago,Contractor,True,00:13.9,67,an hour,67,,,67,,139360,"['sql', 'tableau', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0
6405,Sr Business Data Analyst ($75/hr++) - Remote Work,"TWO95 International, Inc",United States,via LinkedIn,"['11 hours ago', 'Contractor']",11 hours ago,Contractor,,00:19.2,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0
6406,Data Analyst,Artech L.L.C.,United States,via LinkedIn,"['11 hours ago', 'Contractor']",11 hours ago,Contractor,,00:09.5,,,,,,,,,"['power_bi', 'excel', 'sap', 'tableau', 'vba']",1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
6407,Data Analyst,CognoWiz,United States,via LinkedIn,"['11 hours ago', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,,17:30.1,,,,,,,,,"['gcp', 'javascript', 'unix/linux', 'linux', 'java', 'sql', 'snowflake', 'tableau', 'python', 'azure', 'aws']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0
6408,Data Analyst,CognoWiz,United States,via LinkedIn,"['11 hours ago', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,,00:35.3,,,,,,,,,"['gcp', 'javascript', 'unix/linux', 'linux', 'java', 'sql', 'snowflake', 'tableau', 'python', 'azure', 'aws']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
6409,Part-Time Non-Inferential Statistics and Data Analyst (100% Remote),The Mom Project,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,17:30.1,,,,,,,,,['word'],1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
6410,Marketing Data Analyst,HireMe,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,37:00.4,,,,,,,,,"['sas', 'sql', 'r', 'tableau', 'python', 'spss']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6411,Data Analyst,"The Chicago Community Trust..,",Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,17:21.4,,,,,,,,,"['tableau', 'outlook', 'powerpoint', 'word', 'spss', 'excel', 'r']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0
6412,Sr Healthcare Data Analyst - 3663,AddSource,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,00:09.7,,,,,,,,,"['sql', 'pl/sql']",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0
6413,Big Data Analyst,Voto Consulting LLC,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,36:58.5,,,,,,,,,"['looker', 'sql', 'python', 'redshift', 'aws']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
6414,Data Scientist,Quess US,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,00:12.2,,,,,,,,,"['spark', 'pyspark', 'sas', 'sql', 'r', 'hadoop', 'tableau', 'python', 'scala', 'azure']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
6415,REMOTE Senior IT QA Data Analyst,Insight Global,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,00:19.2,,,,,,,,,"['sql', 'snowflake', 'aws']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1
6416,Data Governance Analyst II (R-13187),Dun & Bradstreet,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,00:29.1,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
6417,Data Analyst (8+ years of Experience) only Citizen,Search Tactics LLC,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,00:45.4,,,,,,,,,"['crystal', 'power_bi', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0
6418,"Senior Associate, Data Science (R-13261)",Dun & Bradstreet,Anywhere,via LinkedIn,"['11 hours ago', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,00:25.5,,,,,,,,,"['sql', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0
